DATE,Search With Part No ||Part Name,"M/C
 No","M/B 
Ton",Shift,Part Number,Part Name,"Material 
Name",Grade,No. of Manpower,Cavity,BOP,Shift Time (Hrs),Cycle Time (Sec), ,Plan /Hour [Nos],Plan QTY,Achive_Qty,Ok Qty,Silver,Part Catchup,Half shot,9,Flow mark,Shrinkage,Black spot,Oil/spray Mark,Hole Block,Blow Hole,colour variation,Over Cut,Bubble,ID Over Size,ID under size,Line Mark,Pit Mark,Trials Rej,Others Rej.,Start up Rej.,Total Rej.,PPM,"Part Wt.
[Gms]",Runner Wt.(Gms),Ok Part In Kgs,Runner In Kgs,Rejection In Kgs,Lumps Kgs,Total RM In Kgs,RG Usage,RG Consumption ( +ve / - ve ),"Rejection
 [%]","Waste
[%]",Total Time (Mins),Available Time (Mins),Operating Time (Mins),Mould,Machine,Power cut,Manpower,Packaging,Grinding,Nozzle /HRS,Others,Leakage,Raw material,Proccesing,Preheating Time,Start up,No plan,"Mold change 
( SMED )",Total Down Time,Planed Down Time,Unplaned Down Time,Quality %,Production %,Availability %,Utilization %,O.E.E,Remark,Cost Of Part,Cost Of OK Production,Cost Of Rejection,Rej Qty/OK Qty,PPM Function,UG REJECTION,Cost Of Rejection UG,Month
09-Nov-22,DIRT SHIELD - M06431856 - MO- 21TE00035,9,2 L,Day,21TE00035,DIRT SHIELD - M06431856 - MO,HDPE,B56003,1,1,2 L,12,32,,113,1350,840,813,,,,,,,,,,,,,7,,,,,,,20,27,3214.285714,44,17,35.772,14.28,1.188,,51.24,,-15.468,0.03,0,720,600,480,,,,,,,,,,,,60,,,60,120,120,0,97%,62%,83%,80%,50%,start up,10.93,8886.09,295.11,0,27000000,,0,Nov-22
09-Nov-22,BUMPER CAP - M06900920 - MO- 21TE00032,10,100 T,Day,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,A3WG3,1,2,100 T,12,40,,180,2160,1594,1562,,30,2,,,,,,,,,,,,,,,,,,32,2007.528231,44,3,68.728,4.782,1.408,,74.918,,-6.19,0.02,0,720,600,600,120,,,,,,,,,,,,,,,120,0,120,98%,74%,83%,100%,60%,catching,33.82,52826.84,1082.24,0,32000000,,0,Nov-22
09-Nov-22,EMBLISHER LH BAR CABIN - F2822960 - MO- 21AL05009,1,1100 T,Night,21AL05009,EMBLISHER LH BAR CABIN - F2822960 - MO,ABS,25,2,2,1100 T,12,70,,103,1234,584,568,,,,,,,,,,,,,,,,,,,16,,16,2739.726027,45,20,25.56,11.68,0.72,,37.96,,-12.4,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,97%,47%,100%,100%,46%,dust mark,25,14200,400,0,16000000,,0,Nov-22
09-Nov-22,EMBLISHER RH BAR CABIN - F2823060 - MO- 21AL05010,1,1100 T,Night,21AL05010,EMBLISHER RH BAR CABIN - F2823060 - MO,ABS,25,2,2,1100 T,12,70,,103,1234,584,568,,,,,,,,,,,,,,,,,,,16,,16,2739.726027,45,20,25.56,11.68,0.72,,37.96,,-12.4,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,97%,47%,100%,100%,46%,dust mark,25,14200,400,0,16000000,,0,Nov-22
09-Nov-22,SHROUD ASSY - A5RTF5002M01 - MO- 21TA00005,2,450 T,Night,21TA00005,SHROUD ASSY - A5RTF5002M01 - MO,PP,SEB300 BK,2,1,450 T,12,90,,40,480,480,468,,,12,,,,,,,,,,,,,,,,,,12,2500,840,4,393.12,1.92,10.08,,405.12,150,138,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,100%,100%,100%,98%,half shot,231.8,108482.4,2781.6,0,12000000,,0,Nov-22
09-Nov-22,MASK SW - 689602VA0B - MO- 21AL00014,4,80 T,Night,21AL00014,MASK SW - 689602VA0B - MO,ABS,SN02 1458,1,2,80 T,12,20,,360,4320,4138,4138,,,,,,,,,,,,,,,,,,,,,0,0,6,2,24.828,8.276,0,,33.104,,-8.276,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,96%,100%,100%,96%,,4.33,17917.54,0,0,0,,0,Nov-22
09-Nov-22,CAP AE - SH385A1801 - MO- 21MA00005,5,250 T,Night,21MA00005,CAP AE - SH385A1801 - MO,NYLON,ZYTEL 3189,1,4,250 T,12,35,,411,4937,4120,4072,48,,,,,,,,,,,,,,,,,,,,48,1165.048544,24,2,97.728,8.24,1.152,,107.12,,-9.392,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,83%,100%,100%,82%,silver,19.4,78996.8,931.2,0,48000000,,0,Nov-22
09-Nov-22,DIRT SHIELD FRONT - M06431866 - MO- 21TE00043,6,5 L,Night,21TE00043,DIRT SHIELD FRONT - M06431866 - MO,TPE,5451,1,1,5 L,12,30,,120,1440,1440,1430,,,,,,,,,,,,,10,,,,,,,,10,694.4444444,60,35,85.8,50.4,0.6,,136.8,,-51,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,100%,100%,100%,99%,bubble,56.18,80337.4,561.8,0,10000000,,0,Nov-22
09-Nov-22,DIRT SHIELD - M06431834 - MO- 21TE00028,7,5 L,Night,21TE00028,DIRT SHIELD - M06431834 - MO,HDPE,B56003,1,1,5 L,12,26,,138,1662,1656,1593,,,11,,,,,,,,,10,42,,,,,,,,63,3804.347826,30,15,47.79,24.84,1.89,,74.52,75,48.27,0.04,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,96%,100%,100%,100%,96%,bubble,10.32,16439.76,650.16,0,63000000,,0,Nov-22
09-Nov-22,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,8,80T,Night,21TE00041,BUMPER CAP FRONT - M06901019 - MO,NYLON,A3WG3,1,1,80T,12,33,,109,1309,1103,1097,,,6,,,,,,,,,,,,,,,,,,6,543.9709882,52,3,57.044,3.309,0.312,,60.665,,-3.621,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,84%,100%,100%,84%,bubble,37.67,41323.99,226.02,0,6000000,,0,Nov-22
09-Nov-22,DECKLE COVER - F1100268 - MO- 21AL03001,8,100 T,Night,21AL03001,DECKLE COVER - F1100268 - MO,NYLON,S223HG NATURAL,1,1,100 T,12,40,,90,1080,,0,,,,,,,,,,,,,,,,,,,,,0,0,14,2,0,0,0,,0,,0,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,0%,0%,100%,100%,0%,,14.7,0,0,0,0,,0,Nov-22
09-Nov-22,DIRT SHIELD - M06431856 - MO- 21TE00035,9,2 L,Night,21TE00035,DIRT SHIELD - M06431856 - MO,HDPE,B56003,1,1,2 L,12,32,,113,1350,1380,1339,,,,,,,,,,,,6,35,,,,,,,,41,2971.014493,44,17,58.916,23.46,1.804,,84.18,,-25.264,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,97%,102%,100%,100%,99%,bubble,10.93,14635.27,448.13,0,41000000,,0,Nov-22
09-Nov-22,BUMPER CAP - M06900920 - MO- 21TE00032,10,100 T,Night,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,A3WG3,1,2,100 T,12,40,,180,2160,1554,1550,,,4,,,,,,,,,,,,,,,,,,4,257.4002574,44,3,68.2,4.662,0.176,,73.038,,-4.838,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,72%,100%,100%,72%,half shot,33.82,52421,135.28,0,4000000,,0,Nov-22
10-Nov-22,SHROUD ASSY - A5RTF5002M01 - MO- 21TA00005,2,450 T,Day,21TA00005,SHROUD ASSY - A5RTF5002M01 - MO,PP,SEB300 BK,1,1,450 T,12,90,,40,480,386,382,4,,,,,,,,,,,,,,,,,,,,4,1036.26943,840,4,320.88,1.544,3.36,,325.784,75,70.096,0.01,0,720,630,630,90,,,,,,,,,,,,,,,90,0,90,99%,80%,88%,100%,70%,half shot,231.8,88547.6,927.2,0,4000000,,0,Nov-22
10-Nov-22,MASK SW - 689602VA0B - MO- 21AL00014,4,80 T,Day,21AL00014,MASK SW - 689602VA0B - MO,ABS,SN66,1,2,80 T,12,20,,360,4320,2198,2179,,,19,,,,,,,,,,,,,,,,,,19,864.422202,6,2,13.074,4.396,0.114,,17.584,,-4.51,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,51%,100%,100%,50%,flow mark,4.33,9435.07,82.27,0,19000000,,0,Nov-22
10-Nov-22,HOLDER SUNVISOR - 964092VA0A - MO- 21AL00017,4,80 T,Day,21AL00017,HOLDER SUNVISOR - 964092VA0A - MO,POM,SN02 1458,1,4,80 T,12,40,,360,4320,1496,1484,12,,,,,,,,,,,,,,,,,,,,12,802.1390374,76,9,112.784,13.464,0.912,,127.16,,-14.376,0.01,0,720,675,630,,,,,,,,,,,,,5,,40,45,45,0,99%,35%,94%,93%,32%,start up,6.99,10373.16,83.88,0,12000000,,0,Nov-22
10-Nov-22,CAP AE - SH385A1801 - MO- 21MA00005,5,250 T,Day,21MA00005,CAP AE - SH385A1801 - MO,NYLON,ZYTEL 3189,1,4,250 T,12,37,,389,4670,4220,4200,20,,,,,,,,,,,,,,,,,,,,20,473.9336493,24,2,100.8,8.44,0.48,,109.72,,-8.92,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,90%,100%,100%,90%,silver,19.4,81480,388,0,20000000,,0,Nov-22
10-Nov-22,DIRT SHIELD FRONT - M06431866 - MO- 21TE00043,6,5 L,Day,21TE00043,DIRT SHIELD FRONT - M06431866 - MO,TPE,5451,1,1,5 L,12,30,,120,1440,1453,1433,,,20,,,,,,,,,,,,,,,,,,20,1376.462491,60,35,85.98,50.855,1.2,,138.035,,-52.055,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,101%,100%,100%,100%,bubble,56.18,80505.94,1123.6,0,20000000,,0,Nov-22
10-Nov-22,DIRT SHIELD - M06431834 - MO- 21TE00028,7,5 L,Day,21TE00028,DIRT SHIELD - M06431834 - MO,HDPE,70G 13 HSIL,1,1,5 L,12,26,,138,1662,1029,1009,20,,,,,,,,,,,,,,,,,,,,20,1943.634597,30,15,30.27,15.435,0.6,,46.305,,-16.035,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,62%,100%,100%,61%,bubble,10.32,10412.88,206.4,0,20000000,,0,Nov-22
10-Nov-22,U321 DIRT SHIELD FRONT - M06431840 - MO- 21TE01004,7,5 L,Day,21TE01004,U321 DIRT SHIELD FRONT - M06431840 - MO,TPE,10340,1,1,5 L,12,26,,138,1662,82,62,20,,,,,,,,,,,,,,,,,,,,20,24390.2439,35,23,2.17,1.886,0.7,,4.756,,-2.586,0.24,0,720,595,545,,75,,,,,,,,,,,10,,40,125,50,75,76%,5%,83%,92%,3%,start up,26.6,1649.2,532,0,20000000,,0,Nov-22
10-Nov-22,DECKLE COVER - F1100268 - MO- 21AL03001,8,100 T,Day,21AL03001,DECKLE COVER - F1100268 - MO,NYLON,8024,1,1,100 T,12,39,,92,1108,1052,1039,13,,,,,,,,,,,,,,,,,,,,13,1235.741445,14,2,14.546,2.104,0.182,,16.832,,-2.286,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,95%,100%,100%,94%,start up,14.7,15273.3,191.1,0,13000000,,0,Nov-22
10-Nov-22,DIRT SHIELD - M06431856 - MO- 21TE00035,9,2 L,Day,21TE00035,DIRT SHIELD - M06431856 - MO,HDPE,B56003,1,1,2 L,12,32,,113,1350,1450,1438,,,12,,,,,,,,,,,,,,,,,,12,827.5862069,44,17,63.272,24.65,0.528,,88.45,25,-0.178,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,107%,100%,100%,107%,bubble,10.93,15717.34,131.16,0,12000000,,0,Nov-22
10-Nov-22,BUMPER CAP - M06900920 - MO- 21TE00032,10,100 T,Day,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,A3WG3,1,2,100 T,12,48,,150,1800,1202,1199,3,,,,,,,,,,,,,,,,,,,,3,249.5840266,44,3,52.756,3.606,0.132,,56.494,,-3.738,0,0,720,670,670,,50,,,,,,,,,,,,,,50,0,50,100%,67%,93%,100%,62%,start up,33.82,40550.18,101.46,0,3000000,,0,Nov-22
10-Nov-22,HANDLE RH - F1103900 - MO- 21AL01014,10,"250 T , 80T",Day,21AL01014,HANDLE RH - F1103900 - MO,PPTF,11805,1,1,"250 T , 80T",12,180,,20,240,30,14,,,16,,,,,,,,,,,,,,,,,,16,53333.33333,212,9,2.968,0.27,3.392,,6.63,,-3.662,0.53,0,720,605,490,,,,,,,,,,,,60,10,,45,115,115,0,47%,13%,84%,81%,5%,start up,0,0,0,0,16000000,,0,Nov-22
10-Nov-22,HANDLE LH - F1103800 - MO- 21AL01013,10,"250 T , 80T",Day,21AL01013,HANDLE LH - F1103800 - MO,PPTF,11805,1,1,"250 T , 80T",12,180,,20,240,30,30,,,,,,,,,,,,,,,,,,,,,0,0,212,9,6.36,0.27,0,,6.63,,-0.27,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,13%,100%,100%,13%,,0,0,0,0,0,,0,Nov-22
10-Nov-22,HEAD LAMP LH (WITHOUT PAINT) - P1W2822960-M0- 21C021552,1,1100T,Day,21C021552,HEAD LAMP LH (WITHOUT PAINT) - P1W2822960-M0,ABS,25,1,1,1100T,12,70,,51,617,288,288,,,,,,,,,,,,,,,,,,,,,0,0,242,21.4,69.696,6.1632,0,,75.8592,,-6.1632,0,0,720,690,690,30,,,,,,,,,,,,,,,30,0,30,100%,47%,96%,100%,45%,,0,0,0,0,0,,0,Nov-22
10-Nov-22,HEAD LAMP RH (WITHOUT PAINT) - P1W2823060-MO- 21C021551,1,1100T,Day,21C021551,HEAD LAMP RH (WITHOUT PAINT) - P1W2823060-MO,ABS,25,1,1,1100T,12,70,,51,617,288,288,,,,,,,,,,,,,,,,,,,,,0,0,242,0,69.696,0,0,,69.696,,0,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,47%,100%,100%,47%,,0,0,0,0,0,,0,Nov-22
10-Nov-22,HEAD LAMP LH (WITHOUT PAINT) - P1W2822960-M0- 21C021552,1,1100T,Night,21C021552,HEAD LAMP LH (WITHOUT PAINT) - P1W2822960-M0,ABS,25,1,1,1100T,12,70,,51,617,307,287,,,20,,,,,,,,,,,,,,,,,,20,6514.65798,242,21.4,69.454,6.5698,4.84,,80.8638,,-11.4098,0.07,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,93%,50%,100%,100%,47%,dust,0,0,0,0,20000000,,0,Nov-22
10-Nov-22,HEAD LAMP RH (WITHOUT PAINT) - P1W2823060-MO- 21C021551,1,1100T,Night,21C021551,HEAD LAMP RH (WITHOUT PAINT) - P1W2823060-MO,ABS,25,1,1,1100T,12,70,,51,617,307,287,,,20,,,,,,,,,,,,,,,,,,20,6514.65798,242,0,69.454,0,4.84,,74.294,,-4.84,0.07,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,93%,50%,100%,100%,47%,dust,0,0,0,0,20000000,,0,Nov-22
10-Nov-22,SHROUD ASSY - A5RTF5002M01 - MO- 21TA00005,2,450 T,Night,21TA00005,SHROUD ASSY - A5RTF5002M01 - MO,PP,SEB300 BK,1,1,450 T,12,90,,40,480,415,404,,,11,,,,,,,,,,,,,,,,,,11,2650.60241,840,4,339.36,1.66,9.24,,350.26,75,64.1,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,97%,86%,100%,100%,84%,half shot,231.8,93647.2,2549.8,0,11000000,,0,Nov-22
10-Nov-22,HOLDER SUNVISOR - 964092VA0A - MO- 21AL00017,4,80 T,Night,21AL00017,HOLDER SUNVISOR - 964092VA0A - MO,POM,SN02 1458,1,4,80 T,12,40,,360,4320,3040,3040,,,,,,,,,,,,,,,,,,,,,0,0,76,9,231.04,27.36,0,,258.4,,-27.36,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,70%,100%,100%,70%,flow mark,6.99,21249.6,0,0,0,,0,Nov-22
10-Nov-22,CAP AE - SH385A1801 - MO- 21MA00005,5,250 T,Night,21MA00005,CAP AE - SH385A1801 - MO,NYLON,ZYTEL 3189,1,4,250 T,12,37,,389,4670,4320,4310,,,10,,,,,,,,,,,,,,,,,,10,231.4814815,24,2,103.44,8.64,0.24,,112.32,,-8.88,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,93%,100%,100%,92%,silver,19.4,83614,194,0,10000000,,0,Nov-22
10-Nov-22,DIRT SHIELD FRONT - M06431866 - MO- 21TE00043,6,5 L,Night,21TE00043,DIRT SHIELD FRONT - M06431866 - MO,TPE,5451,1,1,5 L,12,30,,120,1440,1440,1421,,,19,,,,,,,,,,,,,,,,,,19,1319.444444,60,35,85.26,50.4,1.14,,136.8,,-51.54,0.01,0,720,700,700,20,,,,,,,,,,,,,,,20,0,20,99%,100%,97%,100%,96%,bubble,56.18,79831.78,1067.42,0,19000000,,0,Nov-22
10-Nov-22,U321 DIRT SHIELD FRONT - M06431840 - MO- 21TE01004,7,5 L,Night,21TE01004,U321 DIRT SHIELD FRONT - M06431840 - MO,TPE,10340,1,1,5 L,12,26,,138,1662,1290,1215,,,75,,,,,,,,,,,,,,,,,,75,5813.953488,35,23,42.525,29.67,2.625,,74.82,20,-12.295,0.06,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,94%,78%,100%,100%,73%,bubble,26.6,32319,1995,0,75000000,,0,Nov-22
10-Nov-22,DECKLE COVER - F1100268 - MO- 21AL03001,8,100 T,Night,21AL03001,DECKLE COVER - F1100268 - MO,NYLON,XPPA 1703 47,1,1,100 T,12,39,,92,1108,920,901,,,19,,,,,,,,,,,,,,,,,,19,2065.217391,14,2,12.614,1.84,0.266,,14.72,,-2.106,0.02,0,720,690,660,,,,,,,,,,,,30,,,,30,30,0,98%,83%,96%,96%,78%,flow mark,14.7,13244.7,279.3,0,19000000,,0,Nov-22
10-Nov-22,DIRT SHIELD - M06431856 - MO- 21TE00035,9,2 L,Night,21TE00035,DIRT SHIELD - M06431856 - MO,HDPE,B56003,1,1,2 L,12,32,,113,1350,1440,1393,,,47,,,,,,,,,,,,,,,,,,47,3263.888889,44,17,61.292,24.48,2.068,,87.84,,-26.548,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,97%,107%,100%,100%,103%,bubble,10.93,15225.49,513.71,0,47000000,,0,Nov-22
10-Nov-22,HANDLE RH - F1103900 - MO- 21AL01014,10,"250 T , 80T",Night,21AL01014,HANDLE RH - F1103900 - MO,PPTF,11805,1,1,"250 T , 80T",12,180,,20,240,128,125,,,3,,,,,,,,,,,,,,,,,,3,2343.75,212,9,26.5,1.152,0.636,,28.288,,-1.788,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,53%,100%,100%,52%,half shot,0,0,0,0,3000000,,0,Nov-22
10-Nov-22,HANDLE LH - F1103800 - MO- 21AL01013,10,"250 T , 80T",Night,21AL01013,HANDLE LH - F1103800 - MO,PPTF,11805,1,1,"250 T , 80T",12,180,,20,240,128,126,,,2,,,,,,,,,,,,,,,,,,2,1562.5,212,9,26.712,1.152,0.424,,28.288,,-1.576,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,53%,100%,100%,53%,half shot,0,0,0,0,2000000,,0,Nov-22
11-Nov-22,G45 GLOVE BOX TOP - F2L05868-16 - MO- 21PR01040,1,1100 T,Day,21PR01040,G45 GLOVE BOX TOP - F2L05868-16 - MO,PPTF,11805,2,1,1100 T,12,80,,45,540,285,281,,,,,,,,,,,,,,,,,,,,4,4,1403.508772,860,10,241.66,2.85,3.44,,247.95,,-6.29,0.01,0,720,560,440,,40,,,,,,,,,,60,,,60,160,120,40,99%,53%,78%,79%,40%,start up,182.02,51147.62,728.08,0,4000000,,0,Nov-22
11-Nov-22,SHROUD ASSY - A5RTF5002M01 - MO- 21TA00005,2,450 T,Day,21TA00005,SHROUD ASSY - A5RTF5002M01 - MO,PP,11805,2,1,450 T,12,90,,40,480,104,102,,,2,,,,,,,,,,,,,,,,,,2,1923.076923,840,4,85.68,0.416,1.68,,87.776,,-2.096,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,22%,100%,100%,21%,half shot,231.8,23643.6,463.6,0,2000000,,0,Nov-22
11-Nov-22,FLAP RADIATOR G91 TOP - FT300368-MO- FL010121,2,450 T,Day,FL010121,FLAP RADIATOR G91 TOP - FT300368-Mo,PP,GFPP20%,2,1,450 T,12,90,,40,480,77,70,,,1,,,,,,,,,,,,,,,,,6,7,9090.909091,662,16,46.34,1.232,4.634,,52.206,,-5.866,0.09,0,720,650,580,,,,,,,,,,,,,10,,60,70,70,0,91%,16%,90%,89%,13%,start up,141.67,9916.9,991.69,0,7000000,,0,Nov-22
11-Nov-22,FOOT STEP LH - FGX00168 - MO- 21AL00025,2,450T,Day,21AL00025,FOOT STEP LH - FGX00168 - MO,PP,GFPP20%,2,1,450T,12,80,,45,540,145,142,,,,,,,,,,,,,,,,,,,,3,3,2068.965517,740,10,105.08,1.45,2.22,,108.75,,-3.67,0.02,0,720,665,610,,,,,,,,,,,,,10,,45,55,55,0,98%,27%,92%,92%,24%,start up,73.92,10496.64,221.76,0,3000000,,0,Nov-22
11-Nov-22,FOOT STEP RH - FGX00268 - MO- 21AL00026,2,450T,Day,21AL00026,FOOT STEP RH - FGX00268 - MO,PP,GFPP20%,2,1,450T,12,80,,45,540,145,142,,,,,,,,,,,,,,,,,,,,3,3,2068.965517,740,10,105.08,1.45,2.22,,108.75,,-3.67,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,27%,100%,100%,26%,flow mark,73.92,10496.64,221.76,0,3000000,,0,Nov-22
11-Nov-22,HOLDER SUNVISOR - 964092VA0A - MO- 21AL00017,4,80 T,Day,21AL00017,HOLDER SUNVISOR - 964092VA0A - MO,POM,SN02 1458,1,4,80 T,12,40,,360,4320,2708,2701,,,,,7,,,,,,,,,,,,,,,,7,258.493353,76,9,205.276,24.372,0.532,,230.18,,-24.904,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,63%,100%,100%,63%,flow mark,6.99,18879.99,48.93,0,7000000,,0,Nov-22
11-Nov-22,FLOOR MOUNTING COVER - FC400198 - MO- 21AL00033,4,100 T,Day,21AL00033,FLOOR MOUNTING COVER - FC400198 - MO,PPTF,3808,1,1,100 T,12,45,,80,960,179,169,,,,,,,,,,,,,,,,,,,,10,10,5586.592179,76.2,3.8,12.8778,0.6802,0.762,,14.32,,-1.4422,0.06,0,720,675,630,,,,,,,,,,,,,5,,40,45,45,0,94%,19%,94%,93%,17%,start up,26.65,4503.85,266.5,0,10000000,,0,Nov-22
11-Nov-22,CAP AE - SH385A1801 - MO- 21MA00005,5,250 T,Day,21MA00005,CAP AE - SH385A1801 - MO,NYLON,ZYTEL 3189,1,4,250 T,12,33,,436,5236,1052,1052,,,,,,,,,,,,,,,,,,,,,0,0,24,2,25.248,2.104,0,,27.352,,-2.104,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,20%,100%,100%,20%,silver,19.4,20408.8,0,0,0,,0,Nov-22
11-Nov-22,GRIP ASSIST - 739402VA0A - MO- 21AL00007,5,250T,Day,21AL00007,GRIP ASSIST - 739402VA0A - MO,PPTF,8024,1,2,250T,12,70,,103,1234,756,732,9,,,,,,,,,,,,,,,,,,,15,24,3174.603175,150,4,109.8,3.024,3.6,,116.424,,-6.624,0.03,0,720,675,630,,,,,,,,,,,,,10,,35,45,45,0,97%,61%,94%,93%,56%,start up,15.95,11675.4,382.8,0,24000000,,0,Nov-22
11-Nov-22,DIRT SHIELD FRONT - M06431866 - MO- 21TE00043,6,5 L,Day,21TE00043,DIRT SHIELD FRONT - M06431866 - MO,TPE,5451,1,1,5 L,12,30,,120,1440,640,627,,,,,,,,,,,,,13,,,,,,,,13,2031.25,60,35,37.62,22.4,0.78,,60.8,,-23.18,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,44%,100%,100%,44%,bubble,56.18,35224.86,730.34,0,13000000,,0,Nov-22
11-Nov-22,DIRT SHIELD - M06431893-MO- 21T01003,6,5L,Day,21T01003,DIRT SHIELD - M06431893-MO,TPE,NEOPLAST 240,1,1,5L,12,33,,109,1309,600,557,,,,,,,,,,,,,21,,,,,,,22,43,7166.666667,38,2,21.166,1.2,1.634,,24,60,57.166,0.07,0,720,650,580,,,,,,,,,,,,,20,,50,70,70,0,93%,46%,90%,89%,38%,bubble,0,0,0,0,43000000,,0,Nov-22
11-Nov-22,U321 DIRT SHIELD FRONT - M06431840 - MO- 21TE01004,7,5 L,Day,21TE01004,U321 DIRT SHIELD FRONT - M06431840 - MO,TPE,NEOPLAST 240,1,1,5 L,12,30,,120,1440,400,400,,,,,,,,,,,,,,,,,,,,,0,0,35,23,14,9.2,0,,23.2,,-9.2,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,28%,100%,100%,28%,bubble,26.6,10640,0,0,0,,0,Nov-22
11-Nov-22,DIRT SHIELD - M06070077 - MO- 21TE00011,7,5 L,Day,21TE00011,DIRT SHIELD - M06070077 - MO,HDPE,B56003,1,1,5 L,12,30,,120,1440,890,851,,,,,,,,,,,,4,7,,,,,,,28,39,4382.022472,48,22,40.848,19.58,1.872,,62.3,100,78.548,0.04,0,720,665,610,,,,,,,,,,,,,10,,45,55,55,0,96%,62%,92%,92%,55%,start up,13.46,11454.46,524.94,0,39000000,,0,Nov-22
11-Nov-22,DECKLE COVER - F1100268 - MO- 21AL03001,8,100 T,Day,21AL03001,DECKLE COVER - F1100268 - MO,NYLON,S223HG NATURAL,1,1,100 T,12,39,,92,1108,1074,1061,,,13,,,,,,,,,,,,,,,,,,13,1210.428305,14,2,14.854,2.148,0.182,,17.184,,-2.33,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,97%,100%,100%,96%,start up,14.7,15596.7,191.1,0,13000000,,0,Nov-22
11-Nov-22,DIRT SHIELD - M06431856 - MO- 21TE00035,9,2 L,Day,21TE00035,DIRT SHIELD - M06431856 - MO,HDPE,B56003,1,1,2 L,12,32,,113,1350,1440,1422,,,,,,,,,,,,,18,,,,,,,,18,1250,44,17,62.568,24.48,0.792,,87.84,,-25.272,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,107%,100%,100%,105%,bubble,10.93,15542.46,196.74,0,18000000,,0,Nov-22
11-Nov-22,HANDLE RH - F1103900 - MO- 21AL01014,10,"250 T , 80T",Day,21AL01014,HANDLE RH - F1103900 - MO,PPTF,11805,1,1,"250 T , 80T",12,180,,20,240,258,257,,,1,,,,,,,,,,,,,,,,,,1,387.5968992,212,9,54.484,2.322,0.212,,57.018,,-2.534,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,108%,100%,100%,107%,half shot,0,0,0,0,1000000,,0,Nov-22
11-Nov-22,HANDLE LH - F1103800 - MO- 21AL01013,10,"250 T , 80T",Day,21AL01013,HANDLE LH - F1103800 - MO,PPTF,11805,1,1,"250 T , 80T",12,180,,20,240,258,257,,,1,,,,,,,,,,,,,,,,,,1,387.5968992,212,9,54.484,2.322,0.212,,57.018,,-2.534,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,108%,100%,100%,107%,half shot,0,0,0,0,1000000,,0,Nov-22
11-Nov-22,G45 GLOVE BOX TOP - F2L05868-16 - MO- 21PR01040,1,1100 T,Night,21PR01040,G45 GLOVE BOX TOP - F2L05868-16 - MO,PPTF,11805,2,1,1100 T,12,80,,45,540,521,519,,,2,,,,,,,,,,,,,,,,,,2,383.8771593,860,10,446.34,5.21,1.72,,453.27,,-6.93,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,96%,100%,100%,96%,half shot,182.02,94468.38,364.04,0,2000000,,0,Nov-22
