DATE,Search With Part No ||Part Name,"M/C
 No","M/B 
Ton",Shift,Part Number,Part Name,"Material 
Name",Grade,No. of Manpower,Cavity,BOP,Shift Time (Hrs),Cycle Time (Sec), ,Plan /Hour [Nos],Plan QTY,Achive_Qty,Ok Qty,Silver,Part Catchup,Half shot,9,Flow mark,Shrinkage,Black spot,Oil/spray Mark,Hole Block,Blow Hole,colour variation,Over Cut,Bubble,ID Over Size,ID under size,Line Mark,Pit Mark,Trials Rej,Others Rej.,Start up Rej.,Total Rej.,PPM,"Part Wt.
[Gms]",Runner Wt.(Gms),Ok Part In Kgs,Runner In Kgs,Rejection In Kgs,Lumps Kgs,Total RM In Kgs,RG Usage,RG Consumption ( +ve / - ve ),"Rejection
 [%]","Waste
[%]",Total Time (Mins),Available Time (Mins),Operating Time (Mins),Mould,Machine,Power cut,Manpower,Packaging,Grinding,Nozzle /HRS,Others,Leakage,Raw material,Proccesing,Preheating Time,Start up,No plan,"Mold change 
( SMED )",Total Down Time,Planed Down Time,Unplaned Down Time,Quality %,Production %,Availability %,Utilization %,O.E.E,Remark,Cost Of Part,Cost Of OK Production,Cost Of Rejection,Rej Qty/OK Qty,PPM Function,UG REJECTION,Cost Of Rejection UG,Month
09-Jun-23,BUMPER CAP - M06900920 - MO- 21TE00032,11,100 T,Day,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,SN66,1,2,100 T,2,34,,212,424,105,100,,,,,,,,,,,5,,,,,,,,,,5,4761.904762,44,3,4.4,0.315,0.22,,4.935,,-0.535,0.05,0,120,120,120,,,,,,,,,,,,,,,,0,0,0,95%,25%,100%,100%,24%,,33.82,3382,169.1,0,5000000,,0,Jun-23
09-Jun-23,QXI TANK PROTECTOR-MO-31520-K3800,1,1100T,Night,R0100013,QXI TANK PROTECTOR-MO-31520-K3800,NYLON,PA6G30,1,1,1100T,12,75,,48,576,725,713,,,,,12,,,,,,,,,,,,,,,,12,1655.172414,770,0,549.01,0,9.24,,558.25,,-9.24,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,126%,100%,100%,124%,,0,0,0,0,12000000,,0,Jun-23
09-Jun-23,FOOT STEP LH - FGX00168 - MO- 21AL00025,2,450T,Night,21AL00025,FOOT STEP LH - FGX00168 - MO,PPGF,GFPP20%,1,1,450T,12,70,,51,617,575,569,,,,,6,,,,,,,,,,,,,,,,6,1043.478261,740,10,421.06,5.75,4.44,,431.25,,-10.19,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,93%,100%,100%,92%,,73.92,42060.48,443.52,0,6000000,,0,Jun-23
09-Jun-23,FOOT STEP RH - FGX00268 - MO- 21AL00026,2,450T,Night,21AL00026,FOOT STEP RH - FGX00268 - MO,PPGF,GFPP20%,1,1,450T,12,70,,51,617,575,569,,,,,6,,,,,,,,,,,,,,,,6,1043.478261,740,10,421.06,5.75,4.44,,431.25,,-10.19,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,93%,100%,100%,92%,,73.92,42060.48,443.52,0,6000000,,0,Jun-23
09-Jun-23,FenderRR -FNG00768,3,350T,Night,FNG00768,FenderRR -FNG00768,PP,,1,1,350T,12,54,,67,800,605,574,,,31,,,,,,,,,,,,,,,,,,31,5123.966942,310,3,177.94,1.815,9.61,,189.365,,-11.425,0.05,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,95%,76%,100%,100%,72%,,0,0,0,0,31000000,,0,Jun-23
09-Jun-23,ESCUT DOOR LOCK KNOB - 809702VA0A - MO- 21AL00006,4,80 T,Night,21AL00006,ESCUT DOOR LOCK KNOB - 809702VA0A - MO,ABS,1000 UV,1,2,80 T,12,45,,160,1920,1288,1276,,,,,12,,,,,,,,,,,,,,,,12,931.6770186,10,4,12.76,5.152,0.12,,18.032,,-5.272,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,67%,100%,100%,66%,,7.1,9059.6,85.2,0,12000000,,0,Jun-23
09-Jun-23,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,5,80T,Night,21TE00041,BUMPER CAP FRONT - M06901019 - MO,NYLON,SN66,1,1,80T,12,33,,109,1309,1163,1162,,,1,,,,,,,,,,,,,,,,,,1,85.98452279,52,3,60.424,3.489,0.052,,63.965,,-3.541,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,89%,100%,100%,89%,,37.67,43772.54,37.67,0,1000000,,0,Jun-23
09-Jun-23,DIRT SHIELD - M06070147 - MO- 21TE00037,6,5 L,Night,21TE00037,DIRT SHIELD - M06070147 - MO,NYLON,240,1,1,5 L,12,26,,138,1662,1524,1506,,,,,,,,,,,,,18,,,,,,,,18,1181.102362,20,19,30.12,28.956,0.36,,59.436,,-29.316,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,92%,100%,100%,91%,,26.3,39607.8,473.4,0,18000000,,0,Jun-23
09-Jun-23,small reasonator,7,7L,Night,M07040780,SMALL RESONATOR,HDPE,B56003,1,1,7L,12,24,,150,1800,1514,1494,,,,,,,,,20,,,,,,,,,,,,20,1321.003963,40,28,59.76,42.392,0.8,,102.952,,-43.192,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,84%,100%,100%,83%,,0,0,0,0,20000000,,0,Jun-23
09-Jun-23,,8,-,Night,-,-,NYLON,SN66,1,0,-,12,-,,0,0,7446,7435,,,11,,,,,,,,,,,,,,,,,,11,147.730325,0,0,0,0,0,,0,,0,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,0%,0%,100%,100%,0%,,0,0,0,0,11000000,,0,Jun-23
09-Jun-23,DIRT SHIELD - M06070271 - MO- 21TPE10340,9,5 L,Night,21TPE10340,DIRT SHIELD - M06070271 - MO,TPE,5401,1,1,5 L,12,30,,120,1440,1333,1323,,,,,,,,,,,,10,,,,,,,,,10,750.1875469,44,50,58.212,66.65,0.44,,125.302,,-67.09,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,93%,100%,100%,92%,,0,0,0,0,10000000,,0,Jun-23
09-Jun-23,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO- 21DM00001,10,250 T,Night,21DM00001,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO,PU,DP 192,1,1,250 T,12,140,,26,309,181,154,7,,,,,,,,,,,,20,,,,,,,,27,14917.12707,335,3,51.59,0.543,9.045,,61.178,,-9.588,0.15,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,85%,59%,100%,100%,50%,,205.52,31650.08,5549.04,0,27000000,,0,Jun-23
09-Jun-23,BUMPER CAP - M06900920 - MO- 21TE00032,11,100 T,Night,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,SN66,1,2,100 T,12,34,,212,2541,1014,994,20,,,,,,,,,,,,,,,,,,,,20,1972.386588,44,3,43.736,3.042,0.88,,47.658,,-3.922,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,40%,100%,100%,39%,,33.82,33617.08,676.4,0,20000000,,0,Jun-23
10-Jun-23,QXI TANK PROTECTOR-MO-31520-K3800,1,1100T,Day,R0100013,QXI TANK PROTECTOR-MO-31520-K3800,NYLON,PA6-G30,1,1,1100T,3,75,,48,144,180,176,,,,,4,,,,,,,,,,,,,,,,4,2222.222222,770,0,135.52,0,3.08,,138.6,,-3.08,0.02,0,180,180,180,,,,,,,,,,,,,,,,0,0,0,98%,125%,100%,100%,122%,,0,0,0,0,4000000,,0,Jun-23
10-Jun-23,COVER INSTRUMENT PANEL CLUSTER SHROUD FR - FC430268 - MO- 21PR01044,1,1100 T,Day,21PR01044,COVER INSTRUMENT PANEL CLUSTER SHROUD FR - FC430268 - MO,PPTF,XPPA11805,1,1,1100 T,9,85,,42,381,125,107,,,3,,4,,,,,,,,,,,,,,,11,18,14400,1400,20,149.8,2.5,25.2,,177.5,,-27.7,0.14,0,540,320,100,,,,,,,,,,,,,,,220,220,220,0,86%,33%,59%,31%,17%,"packing box not available , mould change",328.77,35178.39,5917.86,0,18000000,,0,#REF!
10-Jun-23,FOOT STEP LH - FGX00168 - MO- 21AL00025,2,450T,Day,21AL00025,FOOT STEP LH - FGX00168 - MO,PPGF,GFPP20%,1,1,450T,4,70,,51,206,101,97,,,2,,2,,,,,,,,,,,,,,,,4,3960.39604,740,10,71.78,1.01,2.96,,75.75,,-3.97,0.04,0,240,240,240,,,,,,,,,,,,,,,,0,0,0,96%,49%,100%,100%,47%,,73.92,7170.24,295.68,0,4000000,,0,Jun-23
10-Jun-23,FOOT STEP RH - FGX00268 - MO- 21AL00026,2,450T,Day,21AL00026,FOOT STEP RH - FGX00268 - MO,PPGF,GFPP20%,1,1,450T,4,70,,51,206,101,101,,,,,,,,,,,,,,,,,,,,,0,0,740,10,74.74,1.01,0,,75.75,,-1.01,0,0,240,240,240,,,,,,,,,,,,,,,,0,0,0,100%,49%,100%,100%,49%,,73.92,7465.92,0,0,0,,0,Jun-23
10-Jun-23,COVER INSTRUMENT PANEL SHROUD SIDE - FC430068 - MO- 21PR01045,2,450T,Day,21PR01045,COVER INSTRUMENT PANEL SHROUD SIDE - FC430068 - MO,PPTF,XPPA11805,1,1,450T,8,80,,45,360,242,232,2,,,,,,,,,,,,,,,,,,,8,10,4132.231405,400,5,92.8,1.21,4,,98.01,,-5.21,0.04,0,480,427,374,,,,,,,,,,,,,,,53,53,53,0,96%,67%,89%,88%,57%,mould change,261.73,60721.36,2617.3,0,10000000,,0,Jun-23
10-Jun-23,223 dust cover-M06070223,3,400t,Day,,223 dust cover-M06070223,POM,90s,1,4,400t,12,40,,360,4320,664,635,15,,,,8,,,,,,,,,,,6,,,,,29,4367.46988,75,0,47.625,0,2.175,,49.8,,-2.175,0.04,0,720,565,410,,,,,,,,,,,,,,,155,155,155,0,96%,15%,78%,73%,12%,"mould change, heater problem",0,0,0,0,29000000,,0,Jun-23
10-Jun-23,ESCUT DOOR LOCK KNOB - 809702VA0A - MO- 21AL00006,4,80 T,Day,21AL00006,ESCUT DOOR LOCK KNOB - 809702VA0A - MO,ABS,1000 UV,1,2,80 T,12,45,,160,1920,1254,1243,5,,,,5,,,,,,,,1,,,,,,,,11,877.1929825,10,4,12.43,5.016,0.11,,17.556,,-5.126,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,65%,100%,100%,65%,,7.1,8825.3,78.1,0,11000000,,0,Jun-23
10-Jun-23,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,5,80T,Day,21TE00041,BUMPER CAP FRONT - M06901019 - MO,NYLON,SN66,1,1,80T,12,33,,109,1309,1046,1032,3,,7,,4,,,,,,,,,,,,,,,,14,1338.432122,52,3,53.664,3.138,0.728,,57.53,,-3.866,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,80%,100%,100%,79%,,37.67,38875.44,527.38,0,14000000,,0,Jun-23
10-Jun-23,DIRT SHIELD - M06070147 - MO- 21TE00037,6,5 L,Day,21TE00037,DIRT SHIELD - M06070147 - MO,NYLON,240,1,1,5 L,12,26,,138,1662,1597,1581,,,,,,,,,,,,6,10,,,,,,,,16,1001.878522,20,19,31.62,30.343,0.32,,62.283,,-30.663,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,96%,100%,100%,95%,,26.3,41580.3,420.8,0,16000000,,0,Jun-23
10-Jun-23,RESONATOR - 1208R00300 - MO- 21SN02001,7,5L,Day,21SN02001,RESONATOR - 1208R00300 - MO,HDPE,B56003,1,1,5L,12,26,,138,1662,1542,1506,,,,,,,,,,5,,3,,,,,,28,,,36,2334.63035,45,65,67.77,100.23,1.62,,169.62,,-101.85,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,93%,100%,100%,91%,,8.75,13177.5,315,0,36000000,,0,Jun-23
10-Jun-23,,8,-,Day,-,-,NYLON,SN66,1,0,-,0,-,,0,0,6816,6783,8,,20,,5,,,,,,,,,,,,,,,,33,484.1549296,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,33000000,,0,Jun-23
10-Jun-23,DIRT SHIELD - M06070271 - MO- 21TPE10340,9,5 L,Day,21TPE10340,DIRT SHIELD - M06070271 - MO,TPE,5401,1,1,5 L,12,30,,120,1440,1362,1352,,,,,,,,,,,,3,7,,,,,,,,10,734.2143906,44,50,59.488,68.1,0.44,,128.028,,-68.54,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,95%,100%,100%,94%,,0,0,0,0,10000000,,0,Jun-23
10-Jun-23,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO- 21DM00001,10,250 T,Day,21DM00001,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO,PU,DP 192,1,1,250 T,12,140,,26,309,235,214,,,,,,10,8,,,,,3,,,,,,,,,21,8936.170213,335,3,71.69,0.705,7.035,,79.43,,-7.74,0.09,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,91%,76%,100%,100%,69%,,205.52,43981.28,4315.92,0,21000000,,0,Jun-23
10-Jun-23,BUMPER CAP - M06900920 - MO- 21TE00032,11,100 T,Day,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,SN66,1,2,100 T,8,34,,212,1694,1488,1474,10,,4,,,,,,,,,,,,,,,,,,14,940.8602151,44,3,64.856,4.464,0.616,,69.936,,-5.08,0.01,0,480,480,480,,,,,,,,,,,,,,,,0,0,0,99%,88%,100%,100%,87%,,33.82,49850.68,473.48,0,14000000,,0,Jun-23
10-Jun-23,COVER INSTRUMENT PANEL CLUSTER SHROUD FR - FC430268 - MO- 21PR01044,1,1100 T,Night,21PR01044,COVER INSTRUMENT PANEL CLUSTER SHROUD FR - FC430268 - MO,PPTF,XPPA11805,1,1,1100 T,12,85,,42,508,426,416,5,,,,5,,,,,,,,,,,,,,,,10,2347.41784,1400,20,582.4,8.52,14,,604.92,,-22.52,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,84%,100%,100%,82%,,328.77,136768.32,3287.7,0,10000000,,0,Jun-23
10-Jun-23,COVER INSTRUMENT PANEL SHROUD SIDE - FC430068 - MO- 21PR01045,2,450T,Night,21PR01045,COVER INSTRUMENT PANEL SHROUD SIDE - FC430068 - MO,PPTF,XPPA11805,1,1,450T,12,70,,51,617,600,586,6,,,,,,,5,,,,3,,,,,,,,,14,2333.333333,400,5,234.4,3,5.6,,243,,-8.6,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,97%,100%,100%,95%,,261.73,153373.78,3664.22,0,14000000,,0,Jun-23
10-Jun-23,223 dust cover-M06070223,3,400t,Night,,223 dust cover-M06070223,POM,90s,1,4,400t,12,40,,360,4320,3512,3487,15,,,,10,,,,,,,,,,,,,,,,25,711.8451025,75,0,261.525,0,1.875,,263.4,,-1.875,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,81%,100%,100%,81%,,0,0,0,0,25000000,,0,Jun-23
10-Jun-23,ESCUT DOOR LOCK KNOB - 809702VA0A - MO- 21AL00006,4,80 T,Night,21AL00006,ESCUT DOOR LOCK KNOB - 809702VA0A - MO,ABS,1000 UV,1,2,80 T,12,45,,160,1920,1690,1681,6,,,,,,,,,,,3,,,,,,,,,9,532.5443787,10,4,16.81,6.76,0.09,,23.66,,-6.85,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,88%,100%,100%,88%,,7.1,11935.1,63.9,0,9000000,,0,Jun-23
10-Jun-23,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,5,80T,Night,21TE00041,BUMPER CAP FRONT - M06901019 - MO,NYLON,SN66,1,1,80T,12,33,,109,1309,1149,1135,,,,,4,,,,,,,,10,,,,,,,,14,1218.450827,52,3,59.02,3.447,0.728,,63.195,,-4.175,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,88%,100%,100%,87%,,37.67,42755.45,527.38,0,14000000,,0,Jun-23
10-Jun-23,,8,-,Night,-,-,NYLON,SN66,1,0,-,0,-,,0,0,5712,5675,6,,25,,6,,,,,,,,,,,,,,,,37,647.7591036,0,0,0,0,0,,0,,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,99%,0%,0%,#DIV/0!,0%,,0,0,0,0,37000000,,0,Jun-23
10-Jun-23,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO- 21DM00001,10,250 T,Night,21DM00001,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO,PU,DP 192,1,1,250 T,12,140,,26,309,256,245,,,,,,8,3,,,,,,,,,,,,,,11,4296.875,335,3,82.075,0.768,3.685,,86.528,,-4.453,0.04,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,96%,83%,100%,100%,79%,,205.52,50352.4,2260.72,0,11000000,,0,Jun-23
10-Jun-23,TOYATO FRONT BUMPER CAP - M06901178 - MO- M06901178,11,250 T,Night,M06901178,Toyato Front Bumper Cap - M06901178 - MO,NYLON,RGF 33W,1,2,250 T,2,52,,138,277,28,17,,,9,,,,,,,,,,2,,,,,,,,11,39285.71429,67,0,1.139,0,0.737,,1.876,,-0.737,0.39,0,120,120,120,,,,,,,,,,,,,,,,0,0,0,61%,10%,100%,100%,6%,,0,0,0,0,11000000,,0,Jun-23
10-Jun-23,BUMPER CAP - M06900920 - MO- 21TE00032,11,100 T,Night,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,SN66,1,2,100 T,10,34,,212,2118,1614,1594,3,,,,5,,,,,,,,,,,,,,,12,20,1239.157373,44,3,70.136,4.842,0.88,,75.858,,-5.722,0.01,0,600,545,490,,,,,,,,,,,,,,,55,55,55,0,99%,76%,91%,90%,68%,MOULD CHANGE,33.82,53909.08,676.4,0,20000000,,0,Jun-23
10-Jun-23,DIRT SHIELD - M06070147 - MO- 21TE00037,6,5 L,Night,21TE00037,DIRT SHIELD - M06070147 - MO,,240,1,1,5 L,12,26,,138,1662,1488,1470,6,,,,,,,,,,,,12,,,,,,,,18,1209.677419,20,19,29.4,28.272,0.36,,58.032,,-28.632,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,90%,100%,100%,88%,,26.3,38661,473.4,0,18000000,,0,Jun-23
10-Jun-23,DIRT SHIELD - M06070271 - MO- 21TPE10340,9,5 L,Night,21TPE10340,DIRT SHIELD - M06070271 - MO,TPE,5401,1,1,5 L,12,30,,120,1440,1267,1250,,,,,,,,,,,,5,12,,,,,,,,17,1341.75217,44,50,55,63.35,0.748,,119.098,,-64.098,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,88%,100%,100%,87%,,0,0,0,0,17000000,,0,Jun-23
10-Jun-23,RESONATOR - 1208R00300 - MO- 21SN02001,7,5L,Night,21SN02001,RESONATOR - 1208R00300 - MO,HDPE,B56003,1,1,5L,12,26,,138,1662,1495,1466,,,,,,,,,,5,,,20,,,4,,,,,29,1939.799331,45,65,65.97,97.175,1.305,,164.45,,-98.48,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,90%,100%,100%,88%,,8.75,12827.5,253.75,0,29000000,,0,Jun-23
11-Jun-23,COVER INSTRUMENT PANEL CLUSTER SHROUD FR - FC430268 - MO- 21PR01044,1,1100 T,Day,21PR01044,COVER INSTRUMENT PANEL CLUSTER SHROUD FR - FC430268 - MO,PPTF,,1,1,1100 T,7,85,,42,296,226,209,10,,,,7,,,,,,,,,,,,,,,,17,7522.123894,1400,20,292.6,4.52,23.8,,320.92,,-28.32,0.08,0,420,420,420,,,,,,,,,,,,,,,,0,0,0,92%,76%,100%,100%,70%,,328.77,68712.93,5589.09,0,17000000,,0,Jun-23
11-Jun-23,Splash Cover LH-508102VE1B,1,1100t,Day,AL00038,Splash Cover LH-508102VE1B,PPTF,2408,1,1,1100t,5,90,,40,200,84,77,,,,,2,,,,,,,,,,,,,,,5,7,8333.333333,500,20,38.5,1.68,3.5,,43.68,,-5.18,0.08,0,300,300,300,,,,,,,,,,,,,,,,0,0,0,92%,42%,100%,100%,39%,,0,0,0,0,7000000,,0,Jun-23
11-Jun-23,Splash Cover RH-508112VE1B,1,1100t,Day,AL00037,Splash Cover RH-508112VE1B,PPTF,2408,1,1,1100t,5,90,,40,200,84,80,,,,,2,,,,,,,,,,,,,,,2,4,4761.904762,500,20,40,1.68,2,,43.68,,-3.68,0.05,0,300,300,300,,,,,,,,,,,,,,,,0,0,0,95%,42%,100%,100%,40%,,0,0,0,0,4000000,,0,Jun-23
11-Jun-23,COVER INSTRUMENT PANEL SHROUD SIDE - FC430068 - MO- 21PR01045,2,450T,Day,21PR01045,COVER INSTRUMENT PANEL SHROUD SIDE - FC430068 - MO,PPTF,XPPA11805,1,1,450T,12,80,,45,540,374,365,,,,,4,,,,,,,,,,,5,,,,,9,2406.417112,400,5,146,1.87,3.6,,151.47,,-5.47,0.02,0,720,500,500,,,,220,,,,,,,,,,,,220,0,220,98%,69%,69%,100%,47%,,261.73,95531.45,2355.57,0,9000000,,0,Jun-23
11-Jun-23,223 dust cover-M06070223,3,400t,Day,,223 dust cover-M06070223,POM,90s,1,4,400t,12,40,,360,4320,3436,3386,5,,30,,15,,,,,,,,,,,,,,,,50,1455.180442,75,0,253.95,0,3.75,,257.7,,-3.75,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,80%,100%,100%,78%,,0,0,0,0,50000000,,0,Jun-23
11-Jun-23,ESCUT DOOR LOCK KNOB - 809702VA0A - MO- 21AL00006,4,80 T,Day,21AL00006,ESCUT DOOR LOCK KNOB - 809702VA0A - MO,ABS,1000 UV,1,2,80 T,4,45,,160,640,290,281,9,,,,,,,,,,,,,,,,,,,,9,3103.448276,10,4,2.81,1.16,0.09,,4.06,,-1.25,0.03,0,240,240,240,,,,,,,,,,,,,,,,0,0,0,97%,45%,100%,100%,44%,,7.1,1995.1,63.9,0,9000000,,0,Jun-23
11-Jun-23,FIN FR DOOR CORNER LH - 963192VA0A - MO- 21AL00008,4,100T,Day,21AL00008,FIN FR DOOR CORNER LH - 963192VA0A - MO,ABS,1000 UV,,1,100T,12,45,,80,960,,0,,,,,,,,,,,,,,,,,,,,,0,0,34,2,0,0,0,,0,,0,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,0%,0%,100%,100%,0%,,12.39,0,0,0,0,,0,Jun-23
11-Jun-23,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Jun-23
11-Jun-23,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Jun-23
11-Jun-23,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Jun-23
11-Jun-23,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Jun-23
11-Jun-23,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Jun-23
11-Jun-23,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Jun-23
11-Jun-23,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Jun-23
11-Jun-23,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Jun-23
11-Jun-23,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Jun-23
11-Jun-23,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Jun-23
,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
,,,-,,-,-,,,,0,-,0,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
